transaction_id,decline_code,payment_method,amount,hour_of_day,is_recurring,prior_failures_7d,past_success_rate,past_attempts_30d,account_age_days,avg_txn_amount,true_root_cause,_customer_quality
txn_000127,51,netbanking,2879.82,22,False,2,0.205,2,1065,531.79,insufficient_funds,0.11175269906341977
txn_000128,12,upi,76.89,17,False,3,0.525,5,1943,3042.12,issuer_declined_generic,0.7464113308790192
txn_000129,INSUFF_BAL,card,617.91,2,False,1,0.342,2,1362,957.06,insufficient_funds,0.3819386677646623
txn_000130,INVALID_CARD_NO,upi,969.15,3,True,3,0.555,4,1166,6031.24,card_expired_invalid,0.4630934707695983
txn_000131,NSF,upi,1174.38,3,False,0,0.123,6,116,1622.28,insufficient_funds,0.14754746981641825
txn_000132,DO_NOT_HONOR,card,1224.49,9,False,0,0.579,3,1468,340.99,issuer_declined_generic,0.49275504939035003
txn_000133,14,card,703.52,23,True,1,0.795,2,947,1034.46,card_expired_invalid,0.6195946381575508
txn_000134,BANK_UNAVAILABLE,card,591.15,8,True,0,0.772,6,213,3577.09,bank_gateway_timeout,0.7657846531625672
txn_000135,DO_NOT_HONOR,netbanking,353.18,21,False,2,1.0,3,689,829.04,issuer_declined_generic,0.9197660364238585
txn_000136,68,netbanking,4921.92,2,True,1,0.324,4,909,1268.28,bank_gateway_timeout,0.12998345202984246
txn_000137,05,netbanking,2092.18,6,True,1,0.444,6,1792,2731.97,insufficient_funds,0.4118006685209452
txn_000138,59,upi,1239.02,20,True,3,0.551,3,1274,63.72,risk_fraud_hold,0.55442696209652
txn_000139,91,card,830.96,22,False,2,0.644,6,777,1341.17,network_technical_error,0.5718676117902511
txn_000140,96,upi,465.28,16,True,4,0.72,6,1960,2557.57,bank_gateway_timeout,0.6256786954718746
txn_000141,14,netbanking,849.8,1,False,3,0.405,3,1258,308.73,card_expired_invalid,0.40813000660001336
txn_000142,05,upi,310.01,12,True,0,0.318,4,1942,1891.81,issuer_declined_generic,0.3571856803577273
txn_000143,RISK_HOLD,netbanking,4053.62,10,False,0,0.509,4,911,661.7,risk_fraud_hold,0.3720141849434003
txn_000144,96,card,340.88,20,False,0,0.146,3,1701,122.47,network_technical_error,0.167819641511483
txn_000145,51,upi,226.82,4,True,1,0.417,3,1626,1466.48,insufficient_funds,0.3217754761927586
txn_000146,CONN_RESET,netbanking,23672.94,23,False,1,0.53,2,1431,658.82,network_technical_error,0.5085958043395594
txn_000147,GENERIC_DECLINE,upi,767.4,22,True,2,0.977,2,1859,617.48,issuer_declined_generic,0.8312074994397002
txn_000148,61,card,346.22,20,False,1,0.72,5,1104,1269.16,risk_fraud_hold,0.7883078885168314
txn_000149,DO_NOT_HONOR,card,2085.28,23,False,1,0.75,7,168,257.45,issuer_declined_generic,0.8181813290907791
txn_000150,05,card,206.73,16,False,2,0.384,6,755,1439.15,insufficient_funds,0.3160822862598871
txn_000151,INSUFF_BAL,netbanking,418.45,2,True,3,0.361,4,40,267.13,insufficient_funds,0.4518413715444419
txn_000152,51,upi,2169.54,3,True,1,0.81,5,527,3019.62,insufficient_funds,0.8009333134454053
txn_000153,91,netbanking,9492.47,21,False,2,1.0,2,1409,2077.76,bank_gateway_timeout,0.9049413198286851
txn_000154,96,card,2770.41,20,True,3,0.466,4,256,3095.76,bank_gateway_timeout,0.6088946401119866
txn_000155,TIMEOUT,card,1997.02,1,True,2,0.262,10,1263,1058.12,network_technical_error,0.23004579639268327
txn_000156,14,upi,4164.64,14,False,1,0.558,3,1272,435.41,card_expired_invalid,0.46121517800044115
txn_000157,51,card,656.25,22,False,0,0.462,5,1109,323.48,issuer_declined_generic,0.4643088482041174
txn_000158,14,upi,179.3,9,False,0,0.572,6,1381,304.73,card_expired_invalid,0.646022592687674
txn_000159,12,card,415.82,22,False,1,0.777,2,862,559.7,issuer_declined_generic,0.7981825695631317
txn_000160,NSF,card,4072.37,6,False,2,0.408,3,1319,334.85,insufficient_funds,0.4750596465370144
txn_000161,INSUFF_BAL,card,243.36,19,False,0,0.873,7,1499,920.45,insufficient_funds,0.867716653468452
txn_000162,INVALID_CARD_NO,wallet,769.49,9,True,3,0.803,6,1167,297.26,card_expired_invalid,0.8247955583959103
txn_000163,5XX_ERROR,upi,944.71,0,False,1,0.796,6,1407,357.03,network_technical_error,0.8368955979323665
txn_000164,91,upi,1432.61,7,False,1,0.297,6,1530,454.46,bank_gateway_timeout,0.2600811399826733
txn_000165,59,upi,1750.21,6,True,2,0.784,4,833,306.08,risk_fraud_hold,0.6572010102602646
txn_000166,51,netbanking,1844.11,12,False,4,0.197,5,1831,472.39,insufficient_funds,0.17087892026035845
txn_000167,54,upi,23376.93,12,False,2,0.391,4,650,1192.53,card_expired_invalid,0.28355958910175116
txn_000168,96,upi,2094.09,23,False,0,0.952,5,115,274.81,network_technical_error,0.8257298630227792
txn_000169,BANK_UNAVAILABLE,card,4422.34,10,False,4,0.224,6,1923,199.58,bank_gateway_timeout,0.2712026644156432
txn_000170,51,upi,961.91,1,True,1,0.254,5,1686,556.56,insufficient_funds,0.2319337730754032
txn_000171,12,card,8129.3,10,False,1,0.726,3,812,212.9,issuer_declined_generic,0.7599003775935322
txn_000172,05,card,383.35,19,False,1,0.315,4,428,2531.61,insufficient_funds,0.4338704064727449
txn_000173,RISK_HOLD,wallet,2771.81,16,False,0,0.314,3,418,330.74,risk_fraud_hold,0.285940511414253
txn_000174,NSF,upi,805.56,22,True,1,0.267,3,1144,697.91,insufficient_funds,0.3515535316247323
txn_000175,5XX_ERROR,upi,2681.29,3,True,4,0.838,2,1920,1047.32,network_technical_error,0.7989417482771832
txn_000176,TIMEOUT,upi,1656.75,23,True,0,0.002,3,631,188.27,network_technical_error,0.12636156766200696
txn_000177,54,card,3717.72,15,False,0,0.857,6,1412,285.8,card_expired_invalid,0.8437195855248895
txn_000178,DO_NOT_HONOR,netbanking,1578.15,13,True,2,0.695,4,725,354.24,issuer_declined_generic,0.8210140198011462
txn_000179,CONN_RESET,upi,858.24,3,False,2,0.512,7,1117,1454.6,network_technical_error,0.4585664576018411
txn_000180,12,upi,2742.51,2,True,1,0.286,3,1276,4152.82,issuer_declined_generic,0.31754651125559713
txn_000181,GENERIC_DECLINE,card,366.42,6,False,3,0.181,3,1535,4255.35,issuer_declined_generic,0.21994048348133155
txn_000182,05,wallet,129.14,17,True,0,1.0,2,1465,2376.32,issuer_declined_generic,0.9302930046814016
txn_000183,INSUFF_BAL,upi,80.98,14,False,1,0.238,3,444,192.48,insufficient_funds,0.2635040516636053
txn_000184,INSUFF_BAL,card,6695.22,14,False,0,0.211,3,223,276.87,insufficient_funds,0.2019236074406426
txn_000185,54,netbanking,1203.96,16,False,0,0.531,3,1116,2663.68,card_expired_invalid,0.5472208792006517
txn_000186,INSUFF_BAL,card,1536.43,16,False,4,0.938,4,811,3058.11,insufficient_funds,0.8979040093271963
txn_000187,BANK_UNAVAILABLE,upi,615.22,5,False,0,0.917,4,547,1473.97,bank_gateway_timeout,0.8330991685889435
txn_000188,NSF,card,1288.4,19,False,1,0.323,3,395,1488.91,insufficient_funds,0.2557740726791469
txn_000189,BANK_UNAVAILABLE,card,416.97,7,True,0,0.385,4,1726,433.09,bank_gateway_timeout,0.42273450952771763
txn_000190,BANK_UNAVAILABLE,card,886.17,22,False,2,0.211,3,169,3700.18,bank_gateway_timeout,0.1141520084028859
txn_000191,NSF,card,125.07,18,False,0,0.145,3,274,320.2,insufficient_funds,0.2187367668146099
txn_000192,51,netbanking,114.4,1,True,2,0.519,2,688,132.88,insufficient_funds,0.5779542996027075
txn_000193,05,wallet,215.0,13,False,2,0.537,3,435,1482.22,risk_fraud_hold,0.5470895361826658
txn_000194,TIMEOUT,card,355.39,13,False,1,0.174,5,136,371.38,network_technical_error,0.09023668966333635
txn_000195,68,upi,4082.66,7,False,1,0.452,2,488,181.53,bank_gateway_timeout,0.545405792140848
txn_000196,CONN_RESET,wallet,14701.43,13,False,2,0.332,4,728,1600.39,network_technical_error,0.26082923494736876
txn_000197,CONN_RESET,card,3192.3,13,True,1,0.23,2,875,106.88,network_technical_error,0.23438727369010257
txn_000198,12,wallet,27.33,16,False,0,0.459,6,1055,1047.67,issuer_declined_generic,0.4937002740225057
txn_000199,VELOCITY_BLOCK,upi,6334.87,3,False,3,0.503,3,266,425.55,risk_fraud_hold,0.4154720505327986
txn_000200,61,card,592.82,7,True,2,0.839,2,1956,3298.96,risk_fraud_hold,0.9027256456708439
txn_000201,51,netbanking,161.71,10,False,2,0.678,3,1089,1050.79,insufficient_funds,0.49537220216976763
txn_000202,51,card,7342.12,11,False,2,0.256,4,804,1946.6,insufficient_funds,0.270094183177562
txn_000203,INVALID_CARD_NO,upi,579.17,18,True,0,0.736,3,1465,224.89,card_expired_invalid,0.7241478235309357
txn_000204,05,card,313.51,18,False,0,0.599,5,1870,122.23,card_expired_invalid,0.47572072894753054
txn_000205,INSUFF_BAL,upi,499.55,21,False,1,0.687,5,17,462.99,insufficient_funds,0.6727302822486126
txn_000206,NSF,upi,631.11,6,True,1,0.465,2,1002,1226.26,insufficient_funds,0.3697598054694097
txn_000207,12,upi,1765.46,0,True,0,0.506,1,1774,714.28,issuer_declined_generic,0.6619922145529609
txn_000208,INSUFF_BAL,card,1135.78,8,False,1,0.085,2,472,2102.26,insufficient_funds,0.12027525519205343
txn_000209,05,netbanking,443.5,16,True,2,0.66,2,1704,1148.74,risk_fraud_hold,0.6285698357490497
txn_000210,EXPIRED_CARD,netbanking,106.05,18,False,3,0.492,2,1182,232.89,card_expired_invalid,0.40515713478828047
txn_000211,54,netbanking,380.91,0,True,0,0.255,3,102,1058.54,card_expired_invalid,0.19328874585874642
txn_000212,05,upi,1184.11,18,False,2,0.574,6,1746,789.93,card_expired_invalid,0.519899411654209
txn_000213,91,upi,403.53,17,True,0,0.24,3,137,2370.42,bank_gateway_timeout,0.1547329311700554
txn_000214,51,netbanking,1055.46,19,False,0,0.461,2,1423,263.48,insufficient_funds,0.42294605403890756
txn_000215,96,card,905.95,20,False,2,0.433,5,1148,342.67,network_technical_error,0.6044075225591442
txn_000216,VELOCITY_BLOCK,upi,3175.4,15,False,0,0.871,2,1585,989.21,risk_fraud_hold,0.7553419511097997
txn_000217,DO_NOT_HONOR,upi,1231.82,22,False,0,0.566,7,627,2734.73,issuer_declined_generic,0.6332849039729217
txn_000218,EXPIRED_CARD,upi,2358.13,2,False,1,0.338,5,234,544.93,card_expired_invalid,0.31317400739112344
txn_000219,GENERIC_DECLINE,card,704.62,2,False,2,0.439,3,981,1207.77,issuer_declined_generic,0.4241585569042224
txn_000220,NSF,card,5480.27,11,False,4,0.123,3,1491,688.99,insufficient_funds,0.11902914820426776
txn_000221,05,netbanking,546.16,0,False,0,0.349,2,1135,637.5,issuer_declined_generic,0.4375731114419567
txn_000222,NSF,card,356.35,14,True,1,0.34,3,171,2104.61,insufficient_funds,0.49518710642826946
txn_000223,DO_NOT_HONOR,wallet,3926.79,8,False,1,0.747,2,1275,742.38,issuer_declined_generic,0.8267448464862787
txn_000224,96,upi,450.77,8,True,2,0.545,3,801,427.28,network_technical_error,0.47937748159612775
txn_000225,51,card,271.57,6,True,2,0.168,3,1463,402.75,insufficient_funds,0.2838990344817634
txn_000226,05,upi,262.7,23,False,3,0.529,1,1862,489.27,insufficient_funds,0.5996614341687793
txn_000227,05,netbanking,519.63,9,False,1,0.448,5,1714,332.94,issuer_declined_generic,0.4144770999813496
txn_000228,VELOCITY_BLOCK,card,670.54,20,False,5,0.586,5,1999,524.31,risk_fraud_hold,0.6684255487761861
txn_000229,NSF,upi,1419.74,3,True,3,0.387,3,1213,705.46,insufficient_funds,0.4306675695813812
txn_000230,68,wallet,2099.92,2,True,0,0.517,4,1446,886.03,bank_gateway_timeout,0.5103640041974724
txn_000231,96,card,928.8,18,False,0,0.437,2,210,248.34,network_technical_error,0.4138907164058184
txn_000232,CONN_RESET,netbanking,2551.42,18,True,1,0.417,6,348,436.78,network_technical_error,0.5007210343053725
txn_000233,INSUFF_BAL,card,2204.66,15,False,0,0.464,6,273,458.68,insufficient_funds,0.45259463357686325
txn_000234,12,upi,325.01,8,False,0,0.668,5,1461,310.03,issuer_declined_generic,0.6360820407544401
txn_000235,91,card,307.09,9,False,1,0.051,3,1227,372.63,bank_gateway_timeout,0.15317666997168417
txn_000236,51,upi,550.66,0,True,3,0.468,6,1839,1637.18,insufficient_funds,0.4505796256924181
txn_000237,51,card,84.56,16,False,2,0.434,2,1417,2601.87,insufficient_funds,0.4916717206700276
txn_000238,51,wallet,982.3,21,False,1,0.896,6,1746,486.38,insufficient_funds,0.8858630550081676
txn_000239,05,netbanking,701.3,8,False,1,0.781,2,1508,326.68,insufficient_funds,0.7227870065370354
txn_000240,61,netbanking,5401.92,16,False,2,0.387,1,1257,613.23,risk_fraud_hold,0.4015467226910172
txn_000241,54,wallet,3013.38,13,True,0,0.948,5,1037,723.64,card_expired_invalid,0.874911657335114
txn_000242,61,upi,646.9,5,False,2,0.607,9,270,1328.86,risk_fraud_hold,0.544210098720818
txn_000243,51,card,2635.46,10,False,0,0.777,4,1201,447.48,issuer_declined_generic,0.7046566558506241
txn_000244,51,wallet,752.21,4,True,0,0.776,4,1058,386.82,insufficient_funds,0.7434077444542991
txn_000245,96,card,1509.51,7,False,0,0.981,3,1949,7720.25,bank_gateway_timeout,0.892746423926319
txn_000246,51,netbanking,107.5,7,False,1,0.572,4,1818,182.44,insufficient_funds,0.5414886448917712
txn_000247,59,upi,486.76,1,False,1,0.702,5,697,1637.82,risk_fraud_hold,0.8358690472882502
txn_000248,NSF,upi,1078.16,16,False,0,0.236,7,378,2950.45,insufficient_funds,0.29894051999667937
