transaction_id,amount,true_root_cause,pred_root_cause,prediction_confidence,action_taken,escalation_reason,cooldown_hours,recovered,amount_recovered
txn_004326,784.77,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,True,784.77
txn_004655,257.22,insufficient_funds,issuer_declined_generic,0.537,immediate_retry,,0.0,False,0.0
txn_003917,870.52,risk_fraud_hold,risk_fraud_hold,0.993,manual_escalation,compliance_never_auto_retry,,True,870.52
txn_002641,433.12,insufficient_funds,insufficient_funds,0.899,delayed_retry,,48.0,True,433.12
txn_004048,584.38,insufficient_funds,insufficient_funds,0.844,delayed_retry,,48.0,False,0.0
txn_003959,1484.41,insufficient_funds,insufficient_funds,0.773,delayed_retry,,48.0,False,0.0
txn_004562,2579.54,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_004727,1064.63,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_004941,583.79,issuer_declined_generic,issuer_declined_generic,0.443,manual_review,low_confidence_prediction,,False,0.0
txn_003610,1053.65,insufficient_funds,insufficient_funds,0.991,delayed_retry,,48.0,True,1053.65
txn_000175,2681.29,network_technical_error,network_technical_error,0.995,manual_review,retry_cap_exceeded,,False,0.0
txn_001039,383.34,insufficient_funds,insufficient_funds,0.949,delayed_retry,,48.0,False,0.0
txn_001994,1311.24,insufficient_funds,insufficient_funds,0.73,delayed_retry,,48.0,False,0.0
txn_002235,4593.14,bank_gateway_timeout,bank_gateway_timeout,0.689,immediate_retry,,0.0,False,0.0
txn_004647,246.29,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,246.29
txn_001869,3225.87,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_000251,1335.32,risk_fraud_hold,risk_fraud_hold,0.985,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_003694,1619.91,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,1619.91
txn_001580,848.02,issuer_declined_generic,insufficient_funds,0.862,delayed_retry,,48.0,False,0.0
txn_002548,347.22,network_technical_error,bank_gateway_timeout,0.553,immediate_retry,,0.0,False,0.0
txn_004510,1311.62,bank_gateway_timeout,network_technical_error,0.604,immediate_retry,,0.0,False,0.0
txn_000539,5577.39,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,5577.39
txn_000695,139.29,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_001121,1354.43,risk_fraud_hold,insufficient_funds,0.343,manual_review,low_confidence_prediction,,False,0.0
txn_002820,541.7,card_expired_invalid,card_expired_invalid,0.987,card_update_nudge,,0.0,False,0.0
txn_000506,325.42,insufficient_funds,insufficient_funds,0.94,delayed_retry,,48.0,True,325.42
txn_003048,374.69,insufficient_funds,insufficient_funds,0.911,delayed_retry,,48.0,False,0.0
txn_002984,590.01,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,590.01
txn_002165,300.4,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,True,300.4
txn_002155,1717.44,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_002458,1953.18,insufficient_funds,insufficient_funds,0.967,delayed_retry,,48.0,False,0.0
txn_001691,689.98,insufficient_funds,insufficient_funds,0.931,delayed_retry,,48.0,True,689.98
txn_003650,865.53,insufficient_funds,insufficient_funds,0.992,manual_review,retry_cap_exceeded,,False,0.0
txn_002769,1452.96,network_technical_error,network_technical_error,0.562,immediate_retry,,0.0,True,1452.96
txn_005287,2266.25,network_technical_error,bank_gateway_timeout,0.508,immediate_retry,,0.0,True,2266.25
txn_005505,3307.48,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,False,0.0
txn_005911,876.66,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,True,876.66
txn_005073,379.44,risk_fraud_hold,risk_fraud_hold,0.997,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_001834,1407.79,insufficient_funds,insufficient_funds,0.992,delayed_retry,,48.0,True,1407.79
txn_002402,839.57,issuer_declined_generic,insufficient_funds,0.923,delayed_retry,,48.0,False,0.0
txn_005494,551.45,card_expired_invalid,issuer_declined_generic,0.617,immediate_retry,,0.0,False,0.0
txn_003166,274.64,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,274.64
txn_000541,1028.69,issuer_declined_generic,issuer_declined_generic,0.995,immediate_retry,,0.0,False,0.0
txn_003282,941.91,risk_fraud_hold,risk_fraud_hold,0.993,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_003104,386.52,issuer_declined_generic,issuer_declined_generic,0.987,immediate_retry,,0.0,False,0.0
txn_002819,1287.64,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,False,0.0
txn_001582,722.6,insufficient_funds,insufficient_funds,0.879,delayed_retry,,48.0,False,0.0
txn_001519,334.67,issuer_declined_generic,issuer_declined_generic,0.982,immediate_retry,,0.0,True,334.67
txn_000281,433.49,insufficient_funds,insufficient_funds,0.893,delayed_retry,,48.0,True,433.49
txn_005958,2664.2,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,False,0.0
txn_002683,3541.48,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,3541.48
txn_005380,902.41,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,False,0.0
txn_005147,364.68,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,364.68
txn_001484,119.6,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,True,119.6
txn_002845,857.93,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,False,0.0
txn_004083,965.14,bank_gateway_timeout,bank_gateway_timeout,0.689,immediate_retry,,0.0,True,965.14
txn_000443,2199.13,bank_gateway_timeout,network_technical_error,0.65,immediate_retry,,0.0,False,0.0
txn_003109,898.14,issuer_declined_generic,issuer_declined_generic,0.514,immediate_retry,,0.0,True,898.14
txn_001588,1804.04,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,1804.04
txn_001941,1757.86,issuer_declined_generic,issuer_declined_generic,0.388,manual_review,low_confidence_prediction,,False,0.0
txn_001698,439.63,card_expired_invalid,card_expired_invalid,0.975,card_update_nudge,,0.0,False,0.0
txn_002435,213.51,insufficient_funds,insufficient_funds,0.985,delayed_retry,,48.0,False,0.0
txn_000300,1402.07,card_expired_invalid,issuer_declined_generic,0.375,manual_review,low_confidence_prediction,,False,0.0
txn_004005,967.83,bank_gateway_timeout,bank_gateway_timeout,0.775,immediate_retry,,0.0,True,967.83
txn_002605,2866.81,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_003836,854.79,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,True,854.79
txn_005218,1377.71,network_technical_error,bank_gateway_timeout,0.508,immediate_retry,,0.0,False,0.0
txn_004994,1099.3,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,True,1099.3
txn_002965,1723.99,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,1723.99
txn_000397,1185.84,insufficient_funds,insufficient_funds,0.992,delayed_retry,,48.0,True,1185.84
txn_005288,412.0,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_003202,538.26,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,538.26
txn_000881,1204.54,network_technical_error,bank_gateway_timeout,0.759,immediate_retry,,0.0,False,0.0
txn_001060,2980.89,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_004565,7071.62,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_002071,2679.88,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,2679.88
txn_002730,259.97,insufficient_funds,insufficient_funds,0.887,delayed_retry,,48.0,False,0.0
txn_005387,513.72,bank_gateway_timeout,bank_gateway_timeout,0.992,immediate_retry,,0.0,True,513.72
txn_004906,4702.13,risk_fraud_hold,risk_fraud_hold,0.99,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_005183,2639.83,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,False,0.0
txn_004250,604.7,network_technical_error,network_technical_error,0.992,immediate_retry,,0.0,True,604.7
txn_000179,858.24,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,True,858.24
txn_004357,368.0,bank_gateway_timeout,bank_gateway_timeout,0.992,immediate_retry,,0.0,True,368.0
txn_005541,311.77,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,False,0.0
txn_004762,1653.98,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,True,1653.98
txn_002644,288.29,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,288.29
txn_005277,959.64,network_technical_error,network_technical_error,0.666,immediate_retry,,0.0,True,959.64
txn_005460,3117.13,risk_fraud_hold,risk_fraud_hold,0.993,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_004362,1079.28,risk_fraud_hold,risk_fraud_hold,0.995,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_003871,1454.05,network_technical_error,bank_gateway_timeout,0.657,immediate_retry,,0.0,True,1454.05
txn_002899,728.93,insufficient_funds,insufficient_funds,0.942,delayed_retry,,48.0,False,0.0
txn_002439,305.75,insufficient_funds,insufficient_funds,0.939,delayed_retry,,48.0,False,0.0
txn_002987,97.79,issuer_declined_generic,issuer_declined_generic,0.995,immediate_retry,,0.0,True,97.79
txn_005886,1487.69,issuer_declined_generic,insufficient_funds,0.826,delayed_retry,,48.0,False,0.0
txn_001313,68.43,insufficient_funds,insufficient_funds,0.447,manual_review,low_confidence_prediction,,False,0.0
txn_005522,410.84,risk_fraud_hold,risk_fraud_hold,0.994,manual_escalation,compliance_never_auto_retry,,True,410.84
txn_005420,5886.15,issuer_declined_generic,issuer_declined_generic,0.327,manual_review,low_confidence_prediction,,False,0.0
txn_000508,147.84,insufficient_funds,insufficient_funds,0.681,delayed_retry,,48.0,True,147.84
txn_002499,4690.15,issuer_declined_generic,issuer_declined_generic,0.991,manual_review,retry_cap_exceeded,,False,0.0
txn_004482,142.49,insufficient_funds,insufficient_funds,0.635,delayed_retry,,48.0,False,0.0
txn_000927,88.54,insufficient_funds,insufficient_funds,0.874,delayed_retry,,48.0,True,88.54
txn_000434,1513.36,network_technical_error,network_technical_error,0.994,immediate_retry,,0.0,False,0.0
txn_002502,461.49,insufficient_funds,insufficient_funds,0.941,delayed_retry,,48.0,True,461.49
txn_003427,327.51,bank_gateway_timeout,bank_gateway_timeout,0.989,immediate_retry,,0.0,True,327.51
txn_001974,3267.98,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_004633,1177.83,card_expired_invalid,issuer_declined_generic,0.433,manual_review,low_confidence_prediction,,False,0.0
txn_004659,814.43,card_expired_invalid,issuer_declined_generic,0.459,immediate_retry,,0.0,False,0.0
txn_002711,11317.8,card_expired_invalid,issuer_declined_generic,0.628,immediate_retry,,0.0,False,0.0
txn_000608,3609.58,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,True,3609.58
txn_000132,1224.49,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_001727,164.81,insufficient_funds,issuer_declined_generic,0.562,immediate_retry,,0.0,True,164.81
txn_001565,1281.96,insufficient_funds,insufficient_funds,0.993,delayed_retry,,48.0,True,1281.96
txn_001681,8307.75,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,False,0.0
txn_004968,268.6,card_expired_invalid,card_expired_invalid,0.997,card_update_nudge,,0.0,True,268.6
txn_002013,5276.48,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,False,0.0
txn_001979,2148.27,card_expired_invalid,card_expired_invalid,0.988,card_update_nudge,,0.0,False,0.0
txn_002265,314.07,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,False,0.0
txn_002057,1196.79,issuer_declined_generic,issuer_declined_generic,0.55,immediate_retry,,0.0,True,1196.79
txn_003977,829.34,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_002007,799.94,issuer_declined_generic,issuer_declined_generic,0.581,immediate_retry,,0.0,False,0.0
txn_001390,226.22,network_technical_error,network_technical_error,0.821,immediate_retry,,0.0,True,226.22
txn_004578,903.12,card_expired_invalid,issuer_declined_generic,0.441,manual_review,low_confidence_prediction,,False,0.0
txn_001787,634.74,insufficient_funds,insufficient_funds,0.859,manual_review,retry_cap_exceeded,,False,0.0
txn_001733,443.74,risk_fraud_hold,issuer_declined_generic,0.409,manual_review,low_confidence_prediction,,False,0.0
txn_002445,412.56,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_004813,729.34,insufficient_funds,insufficient_funds,0.991,delayed_retry,,48.0,True,729.34
txn_004481,362.63,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,True,362.63
txn_000811,169.76,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,True,169.76
txn_001299,1854.77,insufficient_funds,insufficient_funds,0.914,delayed_retry,,48.0,False,0.0
txn_004430,995.54,risk_fraud_hold,risk_fraud_hold,0.991,manual_escalation,compliance_never_auto_retry,,True,995.54
txn_003748,2383.62,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_005879,905.13,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_000876,357.61,bank_gateway_timeout,network_technical_error,0.585,immediate_retry,,0.0,True,357.61
txn_005454,3705.0,issuer_declined_generic,insufficient_funds,0.902,delayed_retry,,48.0,False,0.0
txn_001812,11166.38,insufficient_funds,insufficient_funds,0.993,delayed_retry,,48.0,False,0.0
txn_003337,2141.46,card_expired_invalid,card_expired_invalid,0.997,card_update_nudge,,0.0,False,0.0
txn_002953,603.35,insufficient_funds,issuer_declined_generic,0.388,manual_review,low_confidence_prediction,,False,0.0
txn_003478,1791.69,insufficient_funds,insufficient_funds,0.853,delayed_retry,,48.0,True,1791.69
txn_002288,880.48,card_expired_invalid,issuer_declined_generic,0.529,immediate_retry,,0.0,False,0.0
txn_000276,86.16,insufficient_funds,insufficient_funds,0.992,delayed_retry,,48.0,False,0.0
txn_003495,240.91,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_001634,1693.28,card_expired_invalid,card_expired_invalid,0.993,manual_review,retry_cap_exceeded,,False,0.0
txn_004895,2728.8,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_002749,436.79,bank_gateway_timeout,bank_gateway_timeout,0.797,immediate_retry,,0.0,False,0.0
txn_000992,3040.0,bank_gateway_timeout,network_technical_error,0.54,immediate_retry,,0.0,False,0.0
txn_003710,6334.83,insufficient_funds,insufficient_funds,0.798,delayed_retry,,48.0,False,0.0
txn_002024,515.18,insufficient_funds,insufficient_funds,0.905,delayed_retry,,48.0,True,515.18
txn_005984,2607.87,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,False,0.0
txn_000554,650.13,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,False,0.0
txn_003213,133.73,insufficient_funds,insufficient_funds,0.795,delayed_retry,,48.0,True,133.73
txn_005573,295.84,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_000867,1654.12,risk_fraud_hold,risk_fraud_hold,0.994,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_005473,2918.24,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,True,2918.24
txn_005754,437.75,network_technical_error,network_technical_error,0.988,immediate_retry,,0.0,False,0.0
txn_005163,350.47,issuer_declined_generic,insufficient_funds,0.913,delayed_retry,,48.0,False,0.0
txn_002599,1653.48,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,1653.48
txn_003507,2340.64,risk_fraud_hold,risk_fraud_hold,0.994,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_004852,185.31,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_003006,448.73,insufficient_funds,insufficient_funds,0.992,delayed_retry,,48.0,False,0.0
txn_004283,1229.35,card_expired_invalid,card_expired_invalid,0.996,card_update_nudge,,0.0,False,0.0
txn_003287,6479.07,bank_gateway_timeout,bank_gateway_timeout,0.743,immediate_retry,,0.0,True,6479.07
txn_001811,405.11,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,405.11
txn_003664,540.7,risk_fraud_hold,risk_fraud_hold,0.993,manual_escalation,compliance_never_auto_retry,,True,540.7
txn_004331,699.67,card_expired_invalid,risk_fraud_hold,0.389,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_002658,311.57,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,True,311.57
txn_005526,561.16,issuer_declined_generic,insufficient_funds,0.901,delayed_retry,,48.0,False,0.0
txn_003927,1085.61,card_expired_invalid,issuer_declined_generic,0.519,immediate_retry,,0.0,False,0.0
txn_001857,441.5,bank_gateway_timeout,bank_gateway_timeout,0.638,immediate_retry,,0.0,True,441.5
txn_003653,4437.82,insufficient_funds,insufficient_funds,0.391,manual_review,low_confidence_prediction,,False,0.0
txn_005279,703.85,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,False,0.0
txn_000495,3642.26,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_005557,2115.03,risk_fraud_hold,risk_fraud_hold,0.996,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_004141,165.71,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_002617,1279.19,network_technical_error,bank_gateway_timeout,0.756,immediate_retry,,0.0,False,0.0
txn_005784,2286.3,insufficient_funds,insufficient_funds,0.881,delayed_retry,,48.0,False,0.0
txn_005674,1139.47,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_002276,595.0,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,False,0.0
txn_000754,2669.08,issuer_declined_generic,insufficient_funds,0.832,delayed_retry,,48.0,False,0.0
txn_005091,238.25,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,True,238.25
txn_001786,506.47,bank_gateway_timeout,bank_gateway_timeout,0.758,immediate_retry,,0.0,False,0.0
txn_002080,912.8,risk_fraud_hold,insufficient_funds,0.398,manual_review,low_confidence_prediction,,False,0.0
txn_005419,794.32,bank_gateway_timeout,bank_gateway_timeout,0.772,immediate_retry,,0.0,False,0.0
txn_000122,1402.05,bank_gateway_timeout,network_technical_error,0.603,immediate_retry,,0.0,True,1402.05
txn_000702,7775.43,insufficient_funds,insufficient_funds,0.615,delayed_retry,,48.0,True,7775.43
txn_003328,93.85,issuer_declined_generic,card_expired_invalid,0.333,manual_review,low_confidence_prediction,,False,0.0
txn_003011,1835.61,issuer_declined_generic,issuer_declined_generic,0.99,manual_review,retry_cap_exceeded,,False,0.0
txn_003509,6668.06,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_000246,107.5,insufficient_funds,insufficient_funds,0.945,delayed_retry,,48.0,False,0.0
txn_005285,637.14,card_expired_invalid,issuer_declined_generic,0.447,manual_review,low_confidence_prediction,,False,0.0
txn_001866,101.54,bank_gateway_timeout,bank_gateway_timeout,0.781,immediate_retry,,0.0,False,0.0
txn_002608,693.38,network_technical_error,network_technical_error,0.991,immediate_retry,,0.0,True,693.38
txn_005908,187.02,issuer_declined_generic,insufficient_funds,0.716,delayed_retry,,48.0,True,187.02
txn_003759,2372.44,insufficient_funds,insufficient_funds,0.949,delayed_retry,,48.0,False,0.0
txn_001682,218.47,issuer_declined_generic,issuer_declined_generic,0.983,immediate_retry,,0.0,False,0.0
txn_001734,615.97,bank_gateway_timeout,bank_gateway_timeout,0.896,immediate_retry,,0.0,True,615.97
txn_000567,352.41,network_technical_error,network_technical_error,0.994,immediate_retry,,0.0,False,0.0
txn_005268,803.46,bank_gateway_timeout,bank_gateway_timeout,0.549,immediate_retry,,0.0,True,803.46
txn_001488,2333.54,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,True,2333.54
txn_000847,916.99,bank_gateway_timeout,bank_gateway_timeout,0.992,immediate_retry,,0.0,True,916.99
txn_005513,1484.84,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,1484.84
txn_003514,29.66,insufficient_funds,issuer_declined_generic,0.413,manual_review,low_confidence_prediction,,False,0.0
txn_005263,263.28,issuer_declined_generic,issuer_declined_generic,0.525,immediate_retry,,0.0,False,0.0
txn_005226,6872.13,card_expired_invalid,card_expired_invalid,0.996,card_update_nudge,,0.0,False,0.0
txn_000380,297.99,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_004309,2568.26,network_technical_error,bank_gateway_timeout,0.569,immediate_retry,,0.0,False,0.0
txn_003677,359.38,issuer_declined_generic,issuer_declined_generic,0.99,immediate_retry,,0.0,False,0.0
txn_001027,1102.29,insufficient_funds,insufficient_funds,0.753,delayed_retry,,48.0,False,0.0
txn_005020,1206.26,bank_gateway_timeout,bank_gateway_timeout,0.818,immediate_retry,,0.0,True,1206.26
txn_003725,1297.68,risk_fraud_hold,risk_fraud_hold,0.99,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_002091,8886.28,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_001677,967.93,issuer_declined_generic,issuer_declined_generic,0.996,immediate_retry,,0.0,False,0.0
txn_002366,148.45,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_003580,762.8,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,False,0.0
txn_002340,434.81,issuer_declined_generic,issuer_declined_generic,0.522,immediate_retry,,0.0,True,434.81
