transaction_id,amount,true_root_cause,action_taken,recovered,amount_recovered
txn_003610,1053.65,insufficient_funds,immediate_retry_naive,False,0.0
txn_000175,2681.29,network_technical_error,immediate_retry_naive,True,2681.29
txn_001039,383.34,insufficient_funds,immediate_retry_naive,False,0.0
txn_001994,1311.24,insufficient_funds,immediate_retry_naive,True,1311.24
txn_002235,4593.14,bank_gateway_timeout,immediate_retry_naive,True,4593.14
txn_004647,246.29,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_001869,3225.87,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000251,1335.32,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_003694,1619.91,insufficient_funds,immediate_retry_naive,False,0.0
txn_001580,848.02,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002548,347.22,network_technical_error,immediate_retry_naive,True,347.22
txn_004510,1311.62,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_000539,5577.39,bank_gateway_timeout,immediate_retry_naive,True,5577.39
txn_000695,139.29,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001121,1354.43,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_002820,541.7,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000506,325.42,insufficient_funds,immediate_retry_naive,False,0.0
txn_003048,374.69,insufficient_funds,immediate_retry_naive,False,0.0
txn_002984,590.01,insufficient_funds,immediate_retry_naive,True,590.01
txn_002165,300.4,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002155,1717.44,insufficient_funds,immediate_retry_naive,True,1717.44
txn_002458,1953.18,insufficient_funds,immediate_retry_naive,False,0.0
txn_001691,689.98,insufficient_funds,immediate_retry_naive,False,0.0
txn_003650,865.53,insufficient_funds,immediate_retry_naive,False,0.0
txn_002769,1452.96,network_technical_error,immediate_retry_naive,False,0.0
txn_005287,2266.25,network_technical_error,immediate_retry_naive,True,2266.25
txn_005505,3307.48,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_005911,876.66,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005073,379.44,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_001834,1407.79,insufficient_funds,immediate_retry_naive,False,0.0
txn_002402,839.57,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005494,551.45,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003166,274.64,insufficient_funds,immediate_retry_naive,False,0.0
txn_000541,1028.69,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003282,941.91,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_003104,386.52,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002819,1287.64,bank_gateway_timeout,immediate_retry_naive,True,1287.64
txn_001582,722.6,insufficient_funds,immediate_retry_naive,True,722.6
txn_001519,334.67,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000281,433.49,insufficient_funds,immediate_retry_naive,False,0.0
txn_005958,2664.2,insufficient_funds,immediate_retry_naive,False,0.0
txn_002683,3541.48,insufficient_funds,immediate_retry_naive,False,0.0
txn_005380,902.41,network_technical_error,immediate_retry_naive,True,902.41
txn_005147,364.68,insufficient_funds,immediate_retry_naive,False,0.0
txn_001484,119.6,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002845,857.93,issuer_declined_generic,immediate_retry_naive,True,857.93
txn_004083,965.14,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_000443,2199.13,bank_gateway_timeout,immediate_retry_naive,True,2199.13
txn_003109,898.14,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001588,1804.04,insufficient_funds,immediate_retry_naive,False,0.0
txn_001941,1757.86,issuer_declined_generic,immediate_retry_naive,True,1757.86
txn_001698,439.63,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002435,213.51,insufficient_funds,immediate_retry_naive,False,0.0
txn_000300,1402.07,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004005,967.83,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002605,2866.81,insufficient_funds,immediate_retry_naive,False,0.0
txn_003836,854.79,network_technical_error,immediate_retry_naive,False,0.0
txn_005218,1377.71,network_technical_error,immediate_retry_naive,True,1377.71
txn_004994,1099.3,insufficient_funds,immediate_retry_naive,False,0.0
txn_002965,1723.99,insufficient_funds,immediate_retry_naive,False,0.0
txn_000397,1185.84,insufficient_funds,immediate_retry_naive,False,0.0
txn_005288,412.0,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003202,538.26,insufficient_funds,immediate_retry_naive,False,0.0
txn_000881,1204.54,network_technical_error,immediate_retry_naive,True,1204.54
txn_001060,2980.89,insufficient_funds,immediate_retry_naive,False,0.0
txn_004565,7071.62,insufficient_funds,immediate_retry_naive,False,0.0
txn_002071,2679.88,insufficient_funds,immediate_retry_naive,False,0.0
txn_002730,259.97,insufficient_funds,immediate_retry_naive,False,0.0
txn_005387,513.72,bank_gateway_timeout,immediate_retry_naive,True,513.72
txn_004906,4702.13,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_005183,2639.83,bank_gateway_timeout,immediate_retry_naive,True,2639.83
txn_004250,604.7,network_technical_error,immediate_retry_naive,True,604.7
txn_000179,858.24,network_technical_error,immediate_retry_naive,False,0.0
txn_004357,368.0,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_005541,311.77,card_expired_invalid,immediate_retry_naive,True,311.77
txn_004762,1653.98,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002644,288.29,insufficient_funds,immediate_retry_naive,True,288.29
txn_005277,959.64,network_technical_error,immediate_retry_naive,True,959.64
txn_005460,3117.13,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_004362,1079.28,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_003871,1454.05,network_technical_error,immediate_retry_naive,False,0.0
txn_002899,728.93,insufficient_funds,immediate_retry_naive,False,0.0
txn_002439,305.75,insufficient_funds,immediate_retry_naive,False,0.0
txn_002987,97.79,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005886,1487.69,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001313,68.43,insufficient_funds,immediate_retry_naive,False,0.0
txn_005522,410.84,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_005420,5886.15,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000508,147.84,insufficient_funds,immediate_retry_naive,True,147.84
txn_002499,4690.15,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004482,142.49,insufficient_funds,immediate_retry_naive,False,0.0
txn_000927,88.54,insufficient_funds,immediate_retry_naive,False,0.0
txn_000434,1513.36,network_technical_error,immediate_retry_naive,False,0.0
txn_002502,461.49,insufficient_funds,immediate_retry_naive,False,0.0
txn_003427,327.51,bank_gateway_timeout,immediate_retry_naive,True,327.51
txn_001974,3267.98,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004633,1177.83,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004659,814.43,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002711,11317.8,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000608,3609.58,insufficient_funds,immediate_retry_naive,False,0.0
txn_000132,1224.49,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001727,164.81,insufficient_funds,immediate_retry_naive,False,0.0
txn_001565,1281.96,insufficient_funds,immediate_retry_naive,False,0.0
txn_001681,8307.75,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_004968,268.6,card_expired_invalid,immediate_retry_naive,True,268.6
txn_002013,5276.48,insufficient_funds,immediate_retry_naive,False,0.0
txn_001979,2148.27,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002265,314.07,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002057,1196.79,issuer_declined_generic,immediate_retry_naive,True,1196.79
txn_003977,829.34,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002007,799.94,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001390,226.22,network_technical_error,immediate_retry_naive,True,226.22
txn_004578,903.12,card_expired_invalid,immediate_retry_naive,False,0.0
txn_001787,634.74,insufficient_funds,immediate_retry_naive,False,0.0
txn_001733,443.74,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_002445,412.56,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004813,729.34,insufficient_funds,immediate_retry_naive,False,0.0
txn_004481,362.63,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000811,169.76,network_technical_error,immediate_retry_naive,True,169.76
txn_001299,1854.77,insufficient_funds,immediate_retry_naive,False,0.0
txn_004430,995.54,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_003748,2383.62,card_expired_invalid,immediate_retry_naive,False,0.0
txn_005879,905.13,issuer_declined_generic,immediate_retry_naive,True,905.13
txn_000876,357.61,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_005454,3705.0,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001812,11166.38,insufficient_funds,immediate_retry_naive,False,0.0
txn_003337,2141.46,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002953,603.35,insufficient_funds,immediate_retry_naive,False,0.0
txn_003478,1791.69,insufficient_funds,immediate_retry_naive,False,0.0
txn_002288,880.48,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000276,86.16,insufficient_funds,immediate_retry_naive,False,0.0
txn_003495,240.91,insufficient_funds,immediate_retry_naive,False,0.0
txn_001634,1693.28,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004895,2728.8,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002749,436.79,bank_gateway_timeout,immediate_retry_naive,True,436.79
txn_000992,3040.0,bank_gateway_timeout,immediate_retry_naive,True,3040.0
txn_003710,6334.83,insufficient_funds,immediate_retry_naive,False,0.0
txn_002024,515.18,insufficient_funds,immediate_retry_naive,False,0.0
txn_005984,2607.87,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000554,650.13,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003213,133.73,insufficient_funds,immediate_retry_naive,False,0.0
txn_005573,295.84,insufficient_funds,immediate_retry_naive,False,0.0
txn_000867,1654.12,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_005473,2918.24,card_expired_invalid,immediate_retry_naive,False,0.0
txn_005754,437.75,network_technical_error,immediate_retry_naive,True,437.75
txn_005163,350.47,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002599,1653.48,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003507,2340.64,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_004852,185.31,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003006,448.73,insufficient_funds,immediate_retry_naive,False,0.0
txn_004283,1229.35,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003287,6479.07,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_001811,405.11,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003664,540.7,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_004331,699.67,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002658,311.57,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_005526,561.16,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003927,1085.61,card_expired_invalid,immediate_retry_naive,False,0.0
txn_001857,441.5,bank_gateway_timeout,immediate_retry_naive,True,441.5
txn_003653,4437.82,insufficient_funds,immediate_retry_naive,True,4437.82
txn_005279,703.85,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000495,3642.26,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005557,2115.03,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_004141,165.71,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002617,1279.19,network_technical_error,immediate_retry_naive,True,1279.19
txn_005784,2286.3,insufficient_funds,immediate_retry_naive,False,0.0
txn_005674,1139.47,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002276,595.0,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000754,2669.08,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005091,238.25,insufficient_funds,immediate_retry_naive,False,0.0
txn_001786,506.47,bank_gateway_timeout,immediate_retry_naive,True,506.47
txn_002080,912.8,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_005419,794.32,bank_gateway_timeout,immediate_retry_naive,True,794.32
txn_000122,1402.05,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_000702,7775.43,insufficient_funds,immediate_retry_naive,False,0.0
txn_003328,93.85,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003011,1835.61,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003509,6668.06,insufficient_funds,immediate_retry_naive,False,0.0
txn_000246,107.5,insufficient_funds,immediate_retry_naive,False,0.0
txn_005285,637.14,card_expired_invalid,immediate_retry_naive,False,0.0
txn_001866,101.54,bank_gateway_timeout,immediate_retry_naive,True,101.54
txn_002608,693.38,network_technical_error,immediate_retry_naive,True,693.38
txn_005908,187.02,issuer_declined_generic,immediate_retry_naive,True,187.02
txn_003759,2372.44,insufficient_funds,immediate_retry_naive,False,0.0
txn_001682,218.47,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001734,615.97,bank_gateway_timeout,immediate_retry_naive,True,615.97
txn_000567,352.41,network_technical_error,immediate_retry_naive,True,352.41
txn_005268,803.46,bank_gateway_timeout,immediate_retry_naive,True,803.46
txn_001488,2333.54,network_technical_error,immediate_retry_naive,False,0.0
txn_000847,916.99,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_005513,1484.84,insufficient_funds,immediate_retry_naive,False,0.0
txn_003514,29.66,insufficient_funds,immediate_retry_naive,False,0.0
txn_005263,263.28,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005226,6872.13,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000380,297.99,insufficient_funds,immediate_retry_naive,False,0.0
txn_004309,2568.26,network_technical_error,immediate_retry_naive,True,2568.26
txn_003677,359.38,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001027,1102.29,insufficient_funds,immediate_retry_naive,False,0.0
txn_005020,1206.26,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003725,1297.68,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_002091,8886.28,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001677,967.93,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002366,148.45,insufficient_funds,immediate_retry_naive,False,0.0
txn_003580,762.8,bank_gateway_timeout,immediate_retry_naive,True,762.8
txn_002340,434.81,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001387,853.67,insufficient_funds,immediate_retry_naive,False,0.0
txn_004075,995.97,insufficient_funds,immediate_retry_naive,False,0.0
txn_002304,3214.79,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002647,1150.56,network_technical_error,immediate_retry_naive,False,0.0
txn_003831,549.93,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_000989,1244.09,insufficient_funds,immediate_retry_naive,True,1244.09
txn_001379,1279.88,network_technical_error,immediate_retry_naive,False,0.0
txn_002162,9163.51,insufficient_funds,immediate_retry_naive,True,9163.51
txn_005100,299.69,insufficient_funds,immediate_retry_naive,False,0.0
txn_004650,778.88,insufficient_funds,immediate_retry_naive,False,0.0
txn_001805,598.62,network_technical_error,immediate_retry_naive,True,598.62
txn_000396,2818.68,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003403,3355.25,card_expired_invalid,immediate_retry_naive,False,0.0
txn_005136,2407.46,network_technical_error,immediate_retry_naive,False,0.0
txn_000903,1827.27,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005397,859.88,insufficient_funds,immediate_retry_naive,True,859.88
txn_003135,236.72,insufficient_funds,immediate_retry_naive,False,0.0
txn_005961,1539.32,issuer_declined_generic,immediate_retry_naive,True,1539.32
txn_002618,324.93,issuer_declined_generic,immediate_retry_naive,True,324.93
txn_004953,3650.84,bank_gateway_timeout,immediate_retry_naive,True,3650.84
txn_004500,643.81,insufficient_funds,immediate_retry_naive,True,643.81
txn_005854,3831.14,insufficient_funds,immediate_retry_naive,False,0.0
txn_005489,1080.97,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_001885,667.59,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005261,3105.61,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_001646,704.7,network_technical_error,immediate_retry_naive,True,704.7
txn_001063,3362.63,insufficient_funds,immediate_retry_naive,False,0.0
txn_000085,114.5,insufficient_funds,immediate_retry_naive,False,0.0
txn_004597,263.66,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000287,252.23,insufficient_funds,immediate_retry_naive,False,0.0
txn_004034,2147.99,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004893,5868.08,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004817,619.74,insufficient_funds,immediate_retry_naive,False,0.0
txn_003038,420.29,bank_gateway_timeout,immediate_retry_naive,True,420.29
txn_004454,164.82,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003643,237.07,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004918,12041.11,insufficient_funds,immediate_retry_naive,False,0.0
txn_005370,990.45,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005280,1941.08,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002512,854.85,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_001944,705.09,network_technical_error,immediate_retry_naive,False,0.0
txn_001717,1507.26,bank_gateway_timeout,immediate_retry_naive,True,1507.26
txn_000598,1352.86,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_000638,1406.26,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003720,48942.85,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_001883,414.27,network_technical_error,immediate_retry_naive,True,414.27
txn_000842,825.75,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002119,929.18,insufficient_funds,immediate_retry_naive,False,0.0
txn_000728,52.02,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_004570,1124.52,insufficient_funds,immediate_retry_naive,False,0.0
txn_000705,397.72,network_technical_error,immediate_retry_naive,False,0.0
txn_001922,752.56,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002478,235.89,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_000734,349.17,network_technical_error,immediate_retry_naive,True,349.17
txn_004497,760.24,issuer_declined_generic,immediate_retry_naive,True,760.24
txn_000575,653.7,issuer_declined_generic,immediate_retry_naive,True,653.7
txn_001064,198.86,network_technical_error,immediate_retry_naive,False,0.0
txn_004837,116.09,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005705,1255.21,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000946,7668.8,insufficient_funds,immediate_retry_naive,True,7668.8
txn_005954,157.37,insufficient_funds,immediate_retry_naive,False,0.0
txn_004335,1289.08,insufficient_funds,immediate_retry_naive,False,0.0
txn_001346,6030.47,bank_gateway_timeout,immediate_retry_naive,True,6030.47
txn_003017,811.84,insufficient_funds,immediate_retry_naive,False,0.0
txn_002719,13127.97,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002786,472.14,issuer_declined_generic,immediate_retry_naive,True,472.14
txn_004529,2331.69,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000200,592.82,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_002427,4205.37,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001289,458.67,insufficient_funds,immediate_retry_naive,False,0.0
txn_002575,1103.05,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_001707,340.36,insufficient_funds,immediate_retry_naive,False,0.0
txn_005331,3853.68,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004757,226.55,insufficient_funds,immediate_retry_naive,False,0.0
txn_004330,801.69,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004586,3314.92,card_expired_invalid,immediate_retry_naive,False,0.0
txn_005018,664.72,network_technical_error,immediate_retry_naive,True,664.72
txn_000569,2155.76,network_technical_error,immediate_retry_naive,True,2155.76
txn_002795,7702.59,network_technical_error,immediate_retry_naive,True,7702.59
txn_005180,237.69,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003875,332.94,bank_gateway_timeout,immediate_retry_naive,True,332.94
txn_005789,1033.13,insufficient_funds,immediate_retry_naive,True,1033.13
txn_005350,16927.42,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003179,1919.54,card_expired_invalid,immediate_retry_naive,False,0.0
txn_002157,2688.45,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003289,430.51,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003434,221.39,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_001411,2876.22,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_000949,902.51,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005648,288.38,insufficient_funds,immediate_retry_naive,False,0.0
txn_001021,4701.57,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005273,432.01,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000203,579.17,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004592,482.88,bank_gateway_timeout,immediate_retry_naive,True,482.88
txn_004543,1024.32,insufficient_funds,immediate_retry_naive,False,0.0
txn_003265,1719.44,bank_gateway_timeout,immediate_retry_naive,True,1719.44
txn_003023,2754.51,risk_fraud_hold,immediate_retry_naive,False,0.0
txn_000687,1028.4,network_technical_error,immediate_retry_naive,False,0.0
txn_001674,451.8,bank_gateway_timeout,immediate_retry_naive,True,451.8
txn_004505,115.47,insufficient_funds,immediate_retry_naive,False,0.0
txn_000861,3446.84,network_technical_error,immediate_retry_naive,True,3446.84
txn_002777,366.86,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_003055,2562.53,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_004412,336.93,insufficient_funds,immediate_retry_naive,False,0.0
txn_001637,152.88,card_expired_invalid,immediate_retry_naive,False,0.0
txn_000740,455.37,bank_gateway_timeout,immediate_retry_naive,True,455.37
txn_003290,593.29,insufficient_funds,immediate_retry_naive,False,0.0
txn_001840,182.24,insufficient_funds,immediate_retry_naive,False,0.0
txn_005688,257.81,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_003283,331.72,network_technical_error,immediate_retry_naive,False,0.0
txn_001661,91.9,insufficient_funds,immediate_retry_naive,True,91.9
txn_004689,99.99,insufficient_funds,immediate_retry_naive,False,0.0
txn_005360,275.32,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004163,569.92,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_005626,1264.94,card_expired_invalid,immediate_retry_naive,False,0.0
txn_004084,124.2,bank_gateway_timeout,immediate_retry_naive,False,0.0
txn_002482,106.43,insufficient_funds,immediate_retry_naive,False,0.0
txn_000040,725.63,insufficient_funds,immediate_retry_naive,True,725.63
txn_005586,315.91,card_expired_invalid,immediate_retry_naive,True,315.91
txn_001303,8427.16,network_technical_error,immediate_retry_naive,True,8427.16
txn_002350,892.67,card_expired_invalid,immediate_retry_naive,False,0.0
txn_003375,160.69,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_000993,558.78,issuer_declined_generic,immediate_retry_naive,False,0.0
txn_002001,8647.99,insufficient_funds,immediate_retry_naive,False,0.0
